number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
278, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['면'], 면_100%,셔츠,0,0,셔츠,"[['#d9615b', 0.9042664], ['#4e5055', 0.053485952], ['#964f4c', 0.04224766]]",['스트라이프'],['면'],"['단추', '페플럼']",3,11,1,6,0,3,0,2,217,97,91,light,white,light,"[6, 9, 3, 10, 0]",['면'],[1]
279, dry-clean_do iron_do-with-cloth bleach_do-not wash-jp_do tumble-dry_do-not dry-jp_shadow,"[11, 6, 3, 4, 5, 15]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#dfe69f', 0.7963753], ['#b5ced4', 0.15053305], ['#b7b59f', 0.023454158], ['#f1bf70', 0.017910447], ['#edaa86', 0.011727079]]",['무지'],['면'],['드롭숄더'],3,11,3,8,0,3,0,2,223,230,159,light,white,light,"[11, 6, 3, 4, 5, 15]",['면'],[1]
280, iron_do-with-cloth dry-kr_normal hand-wash-jp iron_do dry_normal bleach_do-not hand-wash,"[6, 20, 9, 1, 28, 3, 25]","['아크릴', '면']", 아크릴_45%|면_55%,니트웨어,2,3,스웨터,"[['#4a4b4d', 0.7071774], ['#7f8793', 0.2137104], ['#a8b0ae', 0.032754607], ['#cfdbd1', 0.046357617]]",['무지'],['면'],"['라인', '단추']",7,2,10,7,2,0,3,2,74,75,77,dark,dark,dark,"[6, 20, 9, 1, 28, 3, 25]","['아크릴', '면']","[10, 1]"
281, iron_do-with-cloth dry-clean-kr_do hand-wash-jp wash_do-not dry-kr_shadow,"[6, 2, 9, 27, 0]",['면'], 면_100%,캐주얼상의,0,2,티셔츠,"[['#8699ab', 0.95180315], ['#989a98', 0.03538928], ['#3b3a36', 0.01280755]]",['그래픽'],['면'],['드롭숄더'],3,0,8,3,0,-1,2,0,134,153,171,light,white,light,"[6, 2, 9, 27, 0]",['면'],[1]
282, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[9, 16, 3, 21, 5, 0, 8]","['깃털', '폴리에스터', '솜털']", 깃털_50%|폴리에스터_100%|솜털_50%,패딩,1,1,패딩,"[['#4e545b', 0.7947676], ['#9c9b98', 0.17170434], ['#b7b59f', 0.018034035], ['#c8b273', 0.015494031]]",['무지'],['합성섬유'],"['집업', '퀼팅', '후드', '단추']",5,0,5,0,1,-1,1,-1,78,84,91,dark,idk,dark,"[9, 16, 3, 21, 5, 0, 8]","['깃털', '폴리에스터', '솜털']","[5, 0, 3]"
283, iron_do-with-cloth bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 5, 0, 7]","['면', '폴리우레탄']", 면_99%|폴리우레탄_1%,청바지,0,0,청바지,"[['#d9afca', 0.9646778], ['#2c2a33', 0.020047734], ['#8f8395', 0.015274463]]",['무지'],['데님'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,217,175,202,light,dark,dark,"[6, 3, 4, 5, 0, 7]","['면', '폴리우레탄']","[1, 2]"
284, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do wash-jp_do dry-clean-kr_do-not,"[17, 18, 23, 1, 19, 4, 7]","['면', '면']", cotton_100%|면_100%,캐주얼상의,0,2,티셔츠,"[['#ea6b6a', 0.93320733], ['#bf6464', 0.03906742], ['#964f4c', 0.015752994], ['#7c4c53', 0.011972275]]",['스트라이프'],['면'],['null'],1,0,6,1,0,-1,2,0,234,107,106,light,dark,dark,"[17, 18, 23, 1, 19, 4, 7]","['면', '면']","[1, 1]"
285, hand-wash-jp wring-jp_do-not dry_normal bleach_do-not hand-wash dry-kr_shadow,"[9, 16, 28, 3, 25, 0]","['면', '면']", cotton_100%|면_100%,코트,0,0,모피코트,"[['#748995', 0.9227075], ['#4a4b4d', 0.061513834], ['#edd59e', 0.015778642]]",['무지'],['퍼'],['포켓'],3,11,3,8,0,3,0,2,116,137,149,light,white,light,"[9, 16, 28, 3, 25, 0]","['면', '면']","[1, 1]"
287, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,팬츠,0,0,스웨트팬츠,"[['#66829a', 0.9016736], ['#c6e3e1', 0.06401674], ['#a2b6b9', 0.019037656], ['#5c5d5b', 0.015271966]]",['체크'],['면'],['null'],1,0,2,7,0,-1,0,2,102,130,154,dark,dark,dark,"[6, 0, 9, 3]",['면'],[1]
288, iron_do-with-cloth hand-wash-jp iron_do bleach_do-not hand-wash dry_shadow wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 1, 3, 25, 14, 10, 0, 7]","['면', '폴리에스터']", 면_75 %|폴리에스터_25%,캐주얼상의,0,0,티셔츠,"[['#5c798e', 0.81900334], ['#5480ac', 0.043635424], ['#6ea2d5', 0.08236509], ['#464e4d', 0.054996125]]",['레터링'],['면'],['null'],1,0,1,6,0,-1,0,2,92,121,142,dark,dark,dark,"[6, 9, 1, 3, 25, 14, 10, 0, 7]","['면', '폴리에스터']","[1, 0]"
290, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[9, 16, 3, 21, 0, 8]","['나일론', '깃털', '폴리에스터', '모피', '솜털']", 나일론_100%|거위깃털_15%|폴리에스터_100%|라쿤_0%|거위솜털_85%,패딩,1,1,패딩,"[['#58646d', 1.0]]",['무지'],['합성섬유'],"['패딩', '포켓']",5,0,5,0,1,-1,1,-1,88,100,109,dark,idk,dark,"[9, 16, 3, 21, 0, 8]","['나일론', '깃털', '폴리에스터', '모피', '솜털']","[4, 5, 0, 9, 3]"
291, dry-clean-kr_do wring-jp_do-not wash_do-not bleach_do-not dry-kr_shadow,"[2, 16, 27, 3, 0]","['폴리에스터', '아크릴']", 폴리에스터_30%|아크릴_70%,캐주얼상의,3,3,티셔츠,"[['#918c86', 0.91829526], ['#34414e', 0.081704736]]",['무지'],['면'],['드롭숄더'],10,0,10,0,3,-1,3,-1,145,140,134,light,dark,dark,"[2, 16, 27, 3, 0]","['폴리에스터', '아크릴']","[0, 10]"
292, iron_do-with-cloth dry-clean-kr_do wring-jp_do-not wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 16, 27, 3, 0]","['면', '모', '폴리에스터', '기타', '나일론', '모']", 면_47%|모_48%|폴리에스터_100%|기타_5%|나일론_10%|모_90%,재킷,3,3,발마칸재킷,"[['#0074a8', 0.91316605], ['#798ea4', 0.029320553], ['#c6d2d2', 0.027347054], ['#434447', 0.011840993], ['#9babbb', 0.018325346]]",['무지'],['합성섬유'],['포켓'],10,0,10,0,3,-1,3,-1,0,116,168,dark,dark,dark,"[6, 2, 16, 27, 3, 0]","['면', '모', '폴리에스터', '기타', '나일론', '모']","[1, 6, 0, 14, 4, 6]"
293, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow,"[6, 9, 16, 3, 21, 0]","['면', '폴리에스터']", 면_35%|폴리에스터_65%,팬츠,0,0,스웨트팬츠,"[['#c6d2d2', 0.9430864], ['#626879', 0.034334764], ['#2c2a33', 0.02257884]]",['레터링'],['저지'],['라인'],2,0,2,7,0,-1,0,2,198,210,210,light,dark,dark,"[6, 9, 16, 3, 21, 0]","['면', '폴리에스터']","[1, 0]"
294, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do dry-kr_shadow,"[6, 2, 3, 4, 0]","['면', '폴리에스터', '폴리우레탄']", 면_52%|폴리에스터_45%|폴리우레탄_3%,팬츠,3,3,슬랙스,"[['#686d6c', 0.83162636], ['#4e545b', 0.16837361]]",['무지'],['합성섬유'],"['포켓', '단추']",10,0,10,7,3,-1,3,2,104,109,108,dark,dark,dark,"[6, 2, 3, 4, 0]","['면', '폴리에스터', '폴리우레탄']","[1, 0, 2]"
295, dry-clean_do-not wash_do iron_do tumble-dry_do bleach_do-not wash-jp_do dry-clean-kr_do-not,"[17, 23, 1, 19, 3, 4, 7]","['면', '면', '폴리우레탄', '폴리우레탄']", 면_97%|COTTON_97%|폴리우레탄_3%|ELASTANE_3%,청바지,0,0,청바지,"[['#798ea4', 0.915477], ['#4a4b4d', 0.056650806], ['#539ccc', 0.027872195]]",['그라데이션'],['데님'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,121,142,164,light,dark,dark,"[17, 23, 1, 19, 3, 4, 7]","['면', '면', '폴리우레탄', '폴리우레탄']","[1, 1, 2, 2]"
296, dry-clean_do-not hand-wash-jp bleach_do-not hand-wash dry_shadow iron_do-not tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['면', '폴리우레탄', '폴리우레탄', '면', '면']", cotton_95%|폴리우레탄_5%|POLYURETHANE_5%|cotton_100%|면_100%,수영복,0,2,비키니하의,"[['#c3bdab', 0.9841736], ['#726f70', 0.015826399]]",['무지'],['스판덱스'],['null'],4,0,6,1,0,-1,2,0,195,189,171,light,dark,dark,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['면', '폴리우레탄', '폴리우레탄', '면', '면']","[1, 2, 2, 1, 1]"
297, dry-kr_shadow wring-jp_do-not dry-clean-kr_do flame-warn-kr,"[0, 16, 2, 8]","['모', '아크릴']", 모_50%|아크릴_50%,셔츠,3,3,셔츠,"[['#4f7ca4', 0.9819344], ['#4e545b', 0.018065592]]",['무지'],['합성섬유'],['단추'],9,10,10,7,3,3,3,2,79,124,164,dark,dark,dark,"[0, 16, 2, 8]","['모', '아크릴']","[6, 10]"
299, dry-clean-kr_do iron_do bleach_do-not wash-jp_do dry-kr_shadow,"[2, 1, 3, 4, 0]","['면', '폴리에스터']", 면_54%|폴리에스터_46%,재킷,0,0,바람막이,"[['#dbd5d1', 0.9782025], ['#7e7d88', 0.021797452]]",['레터링'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,219,213,209,light,dark,dark,"[2, 1, 3, 4, 0]","['면', '폴리에스터']","[1, 0]"
300, iron_do-with-cloth dry-clean_do-not flame-warn-kr wash_do iron_do dry_normal tumble-dry_do bleach_do-not bleach-jp_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 17, 8, 23, 1, 28, 19, 3, 13, 4, 0, 7]","['폴리에스터', '폴리에스터', '면', '면']", POLYESTER_34%|폴리에스터_34%|면_66%|cotton_66%,팬츠,0,0,스웨트팬츠,"[['#b0b7be', 0.9741789], ['#626879', 0.025821064]]",['카무플라쥬'],['면'],"['스트랩', '포켓']",2,0,2,7,0,-1,0,2,176,183,190,light,dark,dark,"[6, 17, 8, 23, 1, 28, 19, 3, 13, 4, 0, 7]","['폴리에스터', '폴리에스터', '면', '면']","[0, 0, 1, 1]"
301, dry-clean_do-not wash_do iron_do bleach_do-not bleach-jp_do-not dry-jp_shadow wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 23, 1, 3, 13, 15, 4, 5, 0, 7]","['면', '폴리에스터']", 면_35%|폴리에스터_65%,캐주얼상의,0,0,티셔츠,"[['#829ca5', 0.86870027], ['#66676d', 0.060013264], ['#a19fa5', 0.023541113], ['#fbac82', 0.026193634], ['#d3a297', 0.021551725]]",['무지'],['면'],['집업'],3,0,1,6,0,-1,0,2,130,156,165,light,white,light,"[17, 23, 1, 3, 13, 15, 4, 5, 0, 7]","['면', '폴리에스터']","[1, 0]"
302, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['면'], 면_100%,캐주얼상의,0,0,후드,"[['#84898c', 0.9018127], ['#4e545b', 0.09818731]]",['레터링'],['면'],['null'],4,0,4,7,0,-1,0,2,132,137,140,light,dark,dark,"[6, 9, 3, 10, 0]",['면'],[1]
303, wash_do-perm-press dry-clean_do-not iron_do dry_normal bleach_do-not,"[12, 17, 1, 28, 3]","['폴리우레탄', '면', '면', '폴리우레탄']", span_2%|cotton_98%|면_98%|스판_2%,청바지,0,0,청바지,"[['#7f8793', 0.38949504], ['#879ba3', 0.25450394], ['#bcd3d5', 0.21162142], ['#272f38', 0.1443796]]",['무지'],['데님'],"['포켓', '단추', '컷오프']",2,0,2,7,0,-1,0,2,127,135,147,light,dark,dark,"[12, 17, 1, 28, 3]","['폴리우레탄', '면', '면', '폴리우레탄']","[2, 1, 1, 2]"
304, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do-not hand-wash-jp,"[6, 0, 7, 9]",['면'], 면_100%,캐주얼상의,0,2,티셔츠,"[['#5487a4', 0.9600499], ['#4e545b', 0.03995006]]",['무지'],['면'],"['프릴', '슬릿']",1,0,6,1,0,-1,2,0,84,135,164,dark,dark,dark,"[6, 0, 7, 9]",['면'],[1]
305, iron_do-with-cloth dry-clean-kr_do bleach_do-not wring-jp_do wash-jp_do dry-clean-kr_do-not,"[6, 2, 3, 10, 4, 7]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#4e545b', 1.0]]",['레터링'],['합성섬유'],"['집업', '포켓']",1,0,1,6,0,-1,0,2,78,84,91,dark,dark,dark,"[6, 2, 3, 10, 4, 7]",['폴리에스터'],[0]
306, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do bleach_do-not,"[6, 0, 2, 3]","['레이온', '모']", 레이온_20%|울_80%,팬츠,3,3,슬랙스,"[['#7a898f', 0.84700316], ['#4a4b4d', 0.15299684]]",['무지'],['합성섬유'],"['포켓', '턱디테일']",9,0,10,7,3,-1,3,2,122,137,143,light,dark,dark,"[6, 0, 2, 3]","['레이온', '모']","[8, 6]"
308, iron_do-with-cloth dry-clean_do-not hand-wash-jp bleach_do-not tumble-dry_do-not flame-warn-kr,"[6, 17, 9, 3, 5, 8]","['나일론', '깃털', '폴리에스터', '솜털', '모피']", 나일론_100%|거위깃털_10%|폴리에스터_100%|거위솜털_90%|천연모피(너구리)_0%,재킷,1,1,바람막이,"[['#4ca5c7', 0.9770833], ['#58646d', 0.022916667]]",['무지'],['합성섬유'],"['포켓', '패딩', '포켓']",5,0,5,0,1,-1,1,-1,76,165,199,light,idk,light,"[6, 17, 9, 3, 5, 8]","['나일론', '깃털', '폴리에스터', '솜털', '모피']","[4, 5, 0, 3, 9]"
309, iron_do-with-cloth bleach_do wring-jp_do wash-jp_do dry-kr_shadow,"[6, 18, 10, 4, 0]","['폴리에스터', '면']", 폴리에스터_45%|면_55%,캐주얼상의,0,0,티셔츠,"[['#a2b6b9', 0.97083455], ['#58646d', 0.018247083], ['#434447', 0.010918337]]",['레터링'],['면'],"['단추', '라인']",3,11,3,8,0,3,0,2,162,182,185,light,white,light,"[6, 18, 10, 4, 0]","['폴리에스터', '면']","[0, 1]"
310, hand-wash-jp bleach_do-not wring-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 3, 10, 21, 0, 7]","['깃털', '나일론', '솜털']", 거위깃털_20%|나일론_100%|거위솜털_80%,패딩,1,1,패딩,"[['#bfc8c3', 0.93286335], ['#66676d', 0.010909702], ['#66829a', 0.05622692]]",['무지'],['합성섬유'],"['퀼팅', '포켓']",5,0,5,0,1,-1,1,-1,191,200,195,light,idk,light,"[9, 3, 10, 21, 0, 7]","['깃털', '나일론', '솜털']","[5, 4, 3]"
311, hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[9, 3, 10, 0, 7]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,캐주얼상의,0,0,후드,"[['#4d91c6', 0.8466209], ['#8fadbd', 0.053590287], ['#6da9d2', 0.049366422], ['#155187', 0.050422385]]",['그래픽'],['면'],['후드'],1,0,1,6,0,-1,0,2,77,145,198,light,dark,dark,"[9, 3, 10, 0, 7]","['폴리에스터', '면']","[0, 1]"
312, dry-clean_do-not wash_do iron_do bleach_do-not wring-jp_do tumble-dry_do-not,"[17, 23, 1, 3, 10, 5]",['폴리에스터'], POLYESTER_100%,팬츠,0,0,슬랙스,"[['#879ba3', 0.94698715], ['#58646d', 0.05301284]]",['무지'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,135,155,163,light,dark,dark,"[17, 23, 1, 3, 10, 5]",['폴리에스터'],[0]
313, iron_do-with-cloth dry-clean_do-not bleach_do-not wring-jp_do wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 17, 3, 10, 4, 0, 7]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스터_100%,팬츠,0,0,배기팬츠,"[['#58646d', 1.0]]",['레터링'],['합성섬유'],"['포켓', '라인']",2,0,2,7,0,-1,0,2,88,100,109,dark,dark,dark,"[6, 17, 3, 10, 4, 0, 7]","['폴리에스터', '폴리에스터']","[0, 0]"
314, wring-jp_do-not wash-jp_do-not dry-clean-kr_do bleach_do-not,"[16, 22, 2, 3]",['폴리에스터'], 폴리_100%,재킷,0,2,바람막이,"[['#77acc7', 0.9805338], ['#4e545b', 0.019466247]]",['도트'],['비닐/PVC'],"['후드', '단추']",1,0,6,1,0,-1,2,0,119,172,199,light,dark,dark,"[16, 22, 2, 3]",['폴리에스터'],[0]
315, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]",['폴리에스터'], 폴리에스터_100%,코트,3,3,싱글브레스티드코트,"[['#a2b6b9', 0.9688607], ['#66676d', 0.018152302], ['#39373b', 0.012987013]]",['무지'],['울/캐시미어'],"['단추', '포켓']",9,0,9,6,3,-1,3,2,162,182,185,light,dark,dark,"[6, 2, 9, 3, 0]",['폴리에스터'],[0]
316, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not flame-warn-kr,"[6, 2, 27, 3, 8]","['모', '면']", 모_19%|면_81%,셔츠,3,3,셔츠,['null'],['무지'],['면'],['단추'],10,0,10,0,3,-1,3,-1,-1,-1,-1,,dark,dark,"[6, 2, 27, 3, 8]","['모', '면']","[6, 1]"
317, dry-clean_do-not wash_do iron_do bleach_do-not tumble-dry_do-not,"[17, 23, 1, 3, 5]","['모', '아크릴']", WOOL_65%|ACRYLIC_35%,니트웨어,3,3,스웨터,"[['#c9d3dc', 0.97609675], ['#92949b', 0.023903262]]",['그래픽'],['니트'],['null'],11,0,9,6,3,-1,3,2,201,211,220,light,white,light,"[17, 23, 1, 3, 5]","['모', '아크릴']","[6, 10]"
318, dry-clean_do tumble-dry_do-not iron_do bleach_do-not,"[11, 5, 1, 3]",['마'], LINEN_100%,드레스,3,3,셔츠원피스,"[['#59728e', 0.5697364], ['#bfc7d6', 0.41207874], ['#46515a', 0.018184852]]",['무지'],['면'],"['포켓', '단추']",9,0,9,6,3,-1,3,2,89,114,142,dark,dark,dark,"[11, 5, 1, 3]",['마'],[7]
320, iron_do-with-cloth dry-clean_do-not wash_do iron_do tumble-dry_do bleach_do-not wash-jp_do flame-warn-kr,"[6, 17, 23, 1, 19, 3, 4, 8]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스테르_100%,캐주얼상의,0,0,티셔츠,"[['#4e545b', 0.89328456], ['#a9c0cb', 0.106715426]]",['레터링'],['저지'],['라인'],4,0,4,7,0,-1,0,2,78,84,91,dark,dark,dark,"[6, 17, 23, 1, 19, 3, 4, 8]","['폴리에스터', '폴리에스터']","[0, 0]"
321, iron_do-with-cloth bleach_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#66829a', 0.95471203], ['#9babbb', 0.029581152], ['#646762', 0.015706806]]",['무지'],['면'],['null'],1,0,2,7,0,-1,0,2,102,130,154,dark,dark,dark,"[6, 3, 4, 0, 7]",['면'],[1]
322, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do bleach_do-not,"[6, 0, 2, 3]","['면', '폴리우레탄']", 면_97%|스판_3%,캐주얼상의,3,2,티셔츠,"[['#58646d', 1.0]]",['무지'],['면'],['null'],11,0,6,0,3,-1,2,-1,88,100,109,dark,white,light,"[6, 0, 2, 3]","['면', '폴리우레탄']","[1, 2]"
325, dry-kr_shadow wring-jp_do hand-wash-jp bleach_do-not,"[0, 10, 9, 3]","['폴리우레탄', '면']", 폴리우레탄_2%|면_98%,청바지,0,0,청바지,"[['#888d82', 0.9624744], ['#34414e', 0.037525587]]",['그라데이션'],['데님'],"['포켓', '단추', '디스트로이드']",2,0,2,7,0,-1,0,2,136,141,130,light,dark,dark,"[0, 10, 9, 3]","['폴리우레탄', '면']","[2, 1]"
326, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]",['면'], 면_100%,팬츠,0,2,카고팬츠,"[['#b2b6ac', 0.9814581], ['#2d3036', 0.018541854]]",['무지'],['면'],"['포켓', '스트랩', '포켓']",1,0,7,4,0,-1,2,0,178,182,172,light,dark,dark,"[6, 0, 4, 3]",['면'],[1]
327, dry-clean_do iron_do-with-cloth dry-clean_do-not dry-clean-kr_do iron_do wash_do-not bleach_do-not tumble-dry_do-not,"[11, 6, 17, 2, 1, 27, 3, 5]","['솜털', '깃털', '폴리에스터']", 오리솜털_70%|오리깃털_30%|폴리에스터_100%,패딩,1,4,패딩,"[['#8f8395', 0.22493735], ['#c3c6c8', 0.20144111], ['#6b5876', 0.13721804], ['#9f7a93', 0.089599], ['#3f5277', 0.20864661]]",['무지'],['합성섬유'],"['패딩', '포켓', '집업']",5,0,13,5,1,-1,4,1,143,131,149,light,idk,light,"[11, 6, 17, 2, 1, 27, 3, 5]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
328, iron_do-with-cloth dry-clean-kr_do wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 2, 16, 3, 0]",['폴리에스터'], 폴리에스터_100%,점퍼,3,3,야상,"[['#c6d2d2', 0.9672037], ['#92949b', 0.020425776], ['#626879', 0.012370541]]",['무지'],['합성섬유'],"['포켓', '스트랩', '포켓']",10,0,10,7,3,-1,3,2,198,210,210,light,dark,dark,"[6, 2, 16, 3, 0]",['폴리에스터'],[0]
329, bleach_do wash_do-gentle iron_do tumble-dry_do,"[18, 24, 1, 19]",['면'], COTTON_100%,캐주얼상의,0,0,후드,"[['#577284', 0.91547585], ['#afb1b4', 0.055031925], ['#464e4d', 0.029492246]]",['그래픽'],['면'],"['후드', '집업']",1,0,1,6,0,-1,0,2,87,114,132,dark,dark,dark,"[18, 24, 1, 19]",['면'],[1]
330, iron_do-with-cloth dry-clean_do-not flame-warn-kr wash_do iron_do tumble-dry_do bleach_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 17, 8, 23, 1, 19, 3, 4, 0, 7]","['면', '폴리우레탄', '면', '폴리우레탄', '면', '면', '면', '면', '폴리에스터', '폴리에스터']", 면_80%|SPANDEX_1%|cotton_99%|폴리우레탄_1%|cotton_80%|cotton_100%|면_100%|면_99%|POLYESTER_20%|폴리에스터_20%,재킷,0,0,바람막이,"[['#a9c0cb', 0.9317685], ['#5c6d7c', 0.03586529], ['#434447', 0.032366235]]",['레터링'],['합성섬유'],"['후드', '집업']",1,0,1,6,0,-1,0,2,169,192,203,light,dark,dark,"[6, 17, 8, 23, 1, 19, 3, 4, 0, 7]","['면', '폴리우레탄', '면', '폴리우레탄', '면', '면', '면', '면', '폴리에스터', '폴리에스터']","[1, 2, 1, 2, 1, 1, 1, 1, 0, 0]"
331, iron_do-with-cloth hand-wash-jp bleach_do-not dry-clean-kr_do-not tumble-dry_do-not flame-warn-kr,"[6, 9, 3, 7, 5, 8]","['폴리에스터', '면', '폴리우레탄']", 폴리에스터_55%|면_42%|폴리우레탄_3%,캐주얼상의,0,2,스웨트셔츠,"[['#babfbc', 0.9812359], ['#5e5b60', 0.018764073]]",['무지'],['면'],['null'],2,0,7,2,0,-1,2,0,186,191,188,light,dark,dark,"[6, 9, 3, 7, 5, 8]","['폴리에스터', '면', '폴리우레탄']","[0, 1, 2]"
332, iron_do-with-cloth dry-kr_shadow wash_do bleach_do-not,"[6, 0, 23, 3]",['아크릴'], 아크릴_100%,베스트,3,3,베스트,"[['#999e98', 0.9746614], ['#3c3f4a', 0.025338575]]",['무지'],['니트'],['니트꽈배기'],10,0,10,7,3,-1,3,2,153,158,152,light,dark,dark,"[6, 0, 23, 3]",['아크릴'],[10]
334, dry-clean_do-not wash_do tumble-dry_do bleach_do-not iron_do-not,"[17, 23, 19, 3, 21]","['폴리에스터', '면']", POLYESTER_20%|cotton_80%,캐주얼상의,0,0,스웨트셔츠,"[['#a8b197', 0.9748729], ['#434447', 0.025127131]]",['그래픽'],['면'],['null'],2,0,2,7,0,-1,0,2,168,177,151,light,dark,dark,"[17, 23, 19, 3, 21]","['폴리에스터', '면']","[0, 1]"
335, iron_do-with-cloth hand-wash-jp bleach_do-not bleach-jp_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 13, 10, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#769da6', 0.9341068], ['#464e4d', 0.06589317]]",['레터링'],['면'],['null'],1,0,1,6,0,-1,0,2,118,157,166,light,dark,dark,"[6, 9, 3, 13, 10, 0, 7]",['면'],[1]
337, dry-kr_shadow wring-jp_do-not hand-wash-jp bleach_do-not,"[0, 16, 9, 3]",['아크릴'], 아크릴_100%,unknown,3,2,,"[['#f4ba94', 0.98240197], ['#787376', 0.017598024]]",['null'],['null'],['null'],11,0,8,0,3,-1,2,-1,244,186,148,light,white,light,"[0, 16, 9, 3]",['아크릴'],[10]
338, wash_do-perm-press iron_do-with-cloth dry-clean-kr_do dry-clean_do-perm-press iron_do bleach_do-not hand-wash dry_shadow wash-jp_do tumble-dry_do-not dry-kr_shadow,"[12, 6, 2, 30, 1, 3, 25, 14, 4, 5, 0]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스터_100%,재킷,0,0,재킷,"[['#658dc6', 0.9011772], ['#59728e', 0.03345725], ['#3272af', 0.026022306], ['#2a4b7c', 0.013166047], ['#386192', 0.011771995]]",['무지'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,101,141,198,light,dark,dark,"[12, 6, 2, 30, 1, 3, 25, 14, 4, 5, 0]","['폴리에스터', '폴리에스터']","[0, 0]"
